X,Y,V
41.501483898670976,-2408.1623385203234,79.68322289117994
45.50144603058353,-2408.144933248656,79.71610911253677
49.50138003993502,-2408.121956726834,79.74865365952571
53.50127838671777,-2408.093439787646,79.78086036665235
57.50113339657912,-2408.059382485804,79.81273302239056
61.50093739553887,-2408.0197848866487,79.84427536670388
65.5006827095411,-2407.9746470661544,79.87549109181332
69.50036166472925,-2407.923969110921,79.90638384293399
73.49996658734521,-2407.8677511181786,79.93695721899788
77.49948980377283,-2407.8059931957873,79.96721461269789
81.49765308278043,-2407.9271971331264,79.99715969882072
85.4976105078621,-2407.9456524178768,80.0267959489862
89.49761024988099,-2407.9442158072857,80.05612677239922
93.49755338652074,-2407.9228873368806,80.0851555469849
97.49734099686482,-2407.881667534127,80.11388560838371
101.49687416384975,-2407.8205574184144,80.14232025064274
105.49605397668438,-2407.739558501031,80.17046272683605
109.49478153333635,-2407.638672785128,80.19831624967394
113.49295794295793,-2407.5179027656673,80.22588399210095
117.49048432831135,-2407.377251429362,80.25316908788295
121.4872618282545,-2407.216722254601,80.28017463218353
125.48319160015892,-2407.036319211364,80.30690368212986
129.47817482236093,-2406.8360467611233,80.3333592573684
133.47211269660784,-2406.615909856732,80.35954434061055
137.4649064504946,-2406.375913942304,80.38546187816858
141.45645733991083,-2406.116064953079,80.41111478048187
145.4466666514852,-2405.836369315271,80.43650590714091
149.4423470686012,-2405.650525283108,80.46163811899727
153.43376501307856,-2405.388642117346,80.48651422173414
157.4230156954977,-2405.095590939523,80.51113698248793
161.40985573616229,-2404.771389628361,80.53550913993193
165.39404190244642,-2404.416057963018,80.55963339981024
169.37533112363414,-2404.0296176218785,80.58351243542735
173.35348050574893,-2403.6120921812344,80.60714888810497
177.3282473463721,-2403.1635071138417,80.63054536763097
181.29938914945023,-2402.6838897873713,80.65370445270067
185.26666364008926,-2402.1732694627362,80.67662869135056
189.22982877933558,-2401.631677292309,80.69932060138473
193.18864277894235,-2401.059146318018,80.72178267079391
197.14286411612105,-2400.455711469334,80.74401735816764
201.09225154827615,-2399.8214095611384,80.76602708364763
205.05746566592268,-2399.2950285192924,80.78781426151438
209.00657592207864,-2398.6590032173394,80.80938126176058
212.94316629349294,-2397.9495976579515,80.83073042835737
216.8658733889119,-2397.167057535307,80.85186407883607
220.77333862539032,-2396.3116538728686,80.87278450365332
224.66420869881907,-2395.3836829295224,80.89349396656249
228.53713605262618,-2394.383466096967,80.91399470529736
232.392649924416,-2393.318096309319,80.93428893041349
236.22606508779535,-2392.1757617763687,80.95437882839322
240.03708087072445,-2390.960789059694,80.97426655956579
243.8243210110829,-2389.6736169192022,80.99395425945895
247.5864178327848,-2388.3147101879867,81.01344403897274
251.32201273968525,-2386.884559604468,81.03273798287127
254.97535314805768,-2385.25572448066,81.05183830040815
258.62666201217183,-2383.62234039269,81.07074674255958
262.2586913460103,-2381.9465233029905,81.08946546883209
265.870948042588,-2380.228500730953,81.10799647107373
269.4629416793749,-2378.4685059260537,81.12634171910965
273.0341845848848,-2376.6667778361766,81.14450316031586
276.58419190487587,-2374.823561075181,81.1624827199151
280.1124816681829,-2372.9391058896845,81.18028228857756
283.64981558490877,-2371.071682862734,81.19790377270526
287.1597453553244,-2369.1532478216795,81.21534902093003
290.6426116205186,-2367.186107110196,81.23261987259811
294.09773855736046,-2365.170642436651,81.24971814639414
297.52445572532184,-2363.1072448863,81.26664564051002
300.92209819656944,-2360.9963148454003,81.28340413290742
304.290006684988,-2358.8382619235203,81.29999538157601
307.62752767411115,-2356.633504874057,81.31642112478762
310.9340135439307,-2354.38247151298,81.33268308134669
314.20882269656147,-2352.085598635818,81.34878295083678
317.45131968073946,-2349.7433319329016,81.36472241386353
320.66087531512636,-2347.3561259028793,81.3805031322939
323.83686681039603,-2344.924443764529,81.39612674949181
326.97867789008257,-2342.4487573668694,81.4115948905504
330.08569891016464,-2339.9295470976044,81.42690916213509
333.15325253110325,-2337.3624252106138,81.44207115434504
336.18561476434326,-2334.753828023154,81.45708243832424
339.1821008160011,-2332.104097594937,81.47194456835192
342.1421527696089,-2329.4137272799153,81.4866590815311
345.0652194923709,-2326.683217998795,81.50122749801687
347.9507567377823,-2323.9130781457643,81.51565132122558
350.7982272469595,-2321.1038234938387,81.5299320380411
353.60710084867435,-2318.2559770988255,81.54407111901818
356.3768545580661,-2315.370069201939,81.55807001858277
359.1069726740174,-2312.446637131074,81.5719301752294
361.79694687516934,-2309.4862252007615,81.58565301171595
364.4462763145711,-2306.4893846108193,81.59923991473599
367.10035663577173,-2303.4967507126266,81.61269231647309
369.6950577619511,-2300.452489543509,81.62601157405813
372.2371242360661,-2297.3641407871046,81.63919904894492
374.7258070824058,-2294.2326143717064,81.6522560880328
377.1603730538179,-2291.0588329471525,81.66518402359416
379.5401048477474,-2287.8437316129857,81.67798417345175
381.8643013175759,-2284.5882576429412,81.69065784115234
384.13227767920364,-2281.2933702058513,81.703206316138
386.3433657128091,-2277.9600400830395,81.71563087214633
388.32723678945285,-2274.486676360182,81.72793276789098
390.3392363191726,-2271.029530443041,81.74011326383628
392.3089224966071,-2267.5481030974797,81.75217358708584
394.2360023300082,-2264.0429121874577,81.76411495908144
396.12018916534157,-2260.5144791117773,81.77593858810114
397.9612027289268,-2256.963328726522,81.78764566945235
399.7587691691275,-2253.389989266988,81.79923738562483
401.51262109708813,-2249.794992269104,81.81071490644192
403.2224976265065,-2246.1788724903713,81.82207938920943
404.88814441244256,-2242.542167830312,81.83333197886284
406.50931368915127,-2238.885419250459,81.84447380811227
408.0857643069378,-2235.209170693889,81.85550599758555
409.61726176802915,-2231.5139690043093,81.86642965596948
411.10357826145594,-2227.800363844714,81.87724587796934
412.3444090544115,-2223.997688609665,81.8879557483826
413.6361997662874,-2220.2120213294197,81.89856034914158
414.894348524528,-2216.4150407260818,81.90906073687268
416.11875626782245,-2212.6070457578394,81.91945796263738
417.309326591484,-2208.7883362501098,81.92975306633633
418.46596575504105,-2204.9592128719287,81.93994707686605
419.58858268961797,-2201.1199771122747,81.95004101224555
420.6770890051056,-2197.2709312563325,81.9600358797416
421.73139899712095,-2193.412378361693,81.96993267599215
422.75142965375505,-2189.5446222344876,81.97973238712832
423.7371006621082,-2185.667967405476,81.98943598889466
424.68833441461476,-2181.7827191060614,81.99904444676785
425.60505601515155,-2177.889183244263,82.00855871607405
426.4871932849381,-2173.9876663806244,82.0179797421044
427.3346767682165,-2170.0784757040815,82.02730846022934
428.14743973772255,-2166.161919007772,82.03654579601127
428.92541819993744,-2162.2383046648056,82.04569266531581
429.66855090012774,-2158.307941603978,82.05474997442165
430.376779327168,-2154.371139285454,82.06371862012898
431.05004771814737,-2150.428207676395,82.0725994898665
431.68830306276044,-2146.47945722656,82.08139345982589
432.12348443857707,-2142.503200548458,82.0901013991272
432.61700988067264,-2138.5337632283818,82.09872417397433
433.0851604557959,-2134.5612533115886,82.10726263092043
433.5279170480508,-2130.5858330067613,82.11571761211717
433.9452615784478,-2126.6076646414244,82.12408995093713
434.3371770056431,-2122.6269106553123,82.13238047209379
434.70364732663404,-2118.6437335937394,82.14058999173795
435.0446575774135,-2114.658296100956,82.14871931755332
435.36019383357944,-2110.6707609135165,82.1567692488507
435.65024321090453,-2106.6812908536294,82.1647405766611
435.914793865862,-2102.6900488225106,82.17263408382773
436.1538349961091,-2098.697197793726,82.1804505450967
436.36735684092827,-2094.702900806545,82.18819072720675
436.55535068162555,-2090.7073209592804,82.19585538897775
436.71780884188735,-2086.7106214026244,82.20344528139823
436.85472468809246,-2082.712965332992,82.21096114771171
436.96609262958447,-2078.714515985854,82.21840372350209
437.0519081188989,-2074.715436629075,82.22577373677784
437.11216765194945,-2070.7158905562446,82.23307190658987
436.9822452029411,-2066.718001093339,82.24029892943815
436.8488660033701,-2062.720225463104,82.24745553334793
436.7114140362481,-2058.722587791014,82.25454241275392
436.5698894442385,-2054.725092226288,82.261560259035
436.42429237422726,-2050.7277429178357,82.26850975645898
436.2746229773344,-2046.7305440146306,82.2753915822803
436.12088140889745,-2042.7334996652753,82.28220640681626
435.96306782848916,-2038.7366140184258,82.28895489352252
435.80118239990236,-2034.73989122236,82.29563769906773
435.6352252911623,-2030.7433354254008,82.30225547340721
435.4651966745135,-2026.7469507755363,82.30880885985577
435.2910967264284,-2022.7507414205782,82.3152984951596
435.11292562760735,-2018.754711508262,82.32172500956737
434.930683562975,-2014.7588651860847,82.3280890269005
434.74437072168155,-2010.7632066013518,82.33439116462247
434.5539872971039,-2006.7677399012282,82.3406320339075
434.35953348683745,-2002.7724692325185,82.34681225588463
434.0075262820079,-1998.7879879704442,82.35293241211168
433.73201412479204,-1994.7974876194787,82.35899308399176
433.46380928869104,-1990.806489477879,82.36499487062282
433.2029126729497,-1986.8150069267806,82.37093835267237
432.9493251522967,-1982.823053348744,82.37682410497433
432.70304757695845,-1978.830642127976,82.38265269653085
432.4640807726544,-1974.8377866502171,82.38842469057492
432.23242554059135,-1970.8445003026973,82.39414064463205
432.0080826574616,-1966.8507964740918,82.39980111058115
431.791052875442,-1962.8566885544749,82.40540663471475
431.5813369221882,-1958.862189935276,82.41095775779851
431.37893550083515,-1954.8673140092346,82.41645501513004
431.18384928999444,-1950.872074170355,82.42189893659699
430.99607894374924,-1946.8764838138618,82.42729004673454
430.81562509165593,-1942.8805563361545,82.43262886478219
430.6424883387369,-1938.8843051346973,82.4379159047399
430.47666926548925,-1934.8877436082375,82.44315168985516
430.4366622973696,-1930.8879436825605,82.4483367113468
430.3567014772787,-1926.888742978698,82.4534714241388
430.2753807892811,-1922.8895696960824,82.45855636395544
430.19270024275863,-1918.8904242961564,82.46359201921067
430.1086598472815,-1914.8913072417993,82.46857887360936
430.02325961257895,-1910.8922189958869,82.47351740599115
429.9364995485014,-1906.8931600198523,82.47840809038267
429.8483796650924,-1902.8941307765647,82.48325139604813
429.75889997255433,-1898.89513172889,82.48804778753932
429.66806048120714,-1894.8961633382503,82.49279772474513
429.57586120157885,-1890.8972260679845,82.49750166294044
429.4823021443054,-1886.8983203795087,82.50216005283441
429.3873833202176,-1882.899446735674,82.50677334061838
429.2911047402887,-1878.9006055988482,82.51134196801306
429.1934664156659,-1874.9017974318756,82.51586637231526
429.0944683576113,-1870.9030226961565,82.52034698644414
428.994110577598,-1866.9042818550074,82.52478423898688
428.8923930872041,-1862.905575369821,82.52917855424383
428.78931589820365,-1858.9069037034258,82.53353035227319
428.6848790225129,-1854.9082673181665,82.53784009425195
428.54568582703735,-1850.9106898946688,82.54210812726318
428.4139235733551,-1846.9128606452527,82.54633485965009
428.2850815213856,-1842.914936218071,82.5505207135205
428.15915973988274,-1838.9169187464868,82.5546660882845
428.03615829602313,-1834.9188103633942,82.55877137945889
427.91607725543327,-1830.9206132019428,82.56283697861683
427.79891668218085,-1826.9223293953298,82.5668632734292
427.68467663877624,-1822.9239610767988,82.57085064770493
427.5733571861708,-1818.9255103796388,82.57479948143094
427.4649583837583,-1814.9269794371821,82.57871015081166
427.3594802893664,-1810.9283703825963,82.58258302830806
427.2569229592855,-1806.9296853497142,82.58641848267632
427.15728644822724,-1802.9309264717856,82.59021687900596
427.0605708093497,-1798.9320958822036,82.59397857875773
426.96677609425956,-1794.9331957147115,82.59770397211204
426.8934942375847,-1790.9338670501081,82.60139336786564
426.81587379261003,-1786.9346202374966,82.60504709790862
426.7389483606887,-1782.935359995954,82.60866554194345
426.66271794421067,-1778.936086449939,82.61224904367998
426.5871825453442,-1774.9367997128847,82.61579794357613
426.51234216643627,-1770.937499909251,82.61931257871339
426.4381968097504,-1766.9381871598225,82.62279328283218
426.3647464775249,-1762.938861585384,82.62624038636604
426.29199117197413,-1758.9395233067216,82.62965421647553
426.21993089529826,-1754.9401724446207,82.63303509708172
426.14856564967715,-1750.9408091198677,82.63638334889923
426.07789543726176,-1746.9414334532496,82.63969928946909
426.00792026015796,-1742.9420455637155,82.64298327858626
425.95522286690607,-1738.942392706565,82.64623557839899
425.89687734856716,-1734.9428182564718,82.64945645965818
425.837568333933,-1730.9432579778747,82.65264626893544
425.77729582644656,-1726.9437121028795,82.65580530818102
425.71605982960625,-1722.9441808635916,82.65893387656365
425.6538603469631,-1718.9446644921152,82.66203227029712
425.5906973821255,-1714.9451632205537,82.66510078267122
425.52657093876553,-1710.9456772810097,82.66813970408155
425.46148102054804,-1706.9462069027156,82.67114932205891
425.3954276313507,-1702.9467523235103,82.67412992129832
425.3284107749636,-1698.947313772625,82.67708178368784
425.26043045526706,-1694.9478914821582,82.68000518833705
425.1914866761598,-1690.9484856813385,82.6829004116052
425.1215794417433,-1686.9490966080018,82.68576772712905
425.0507087560275,-1682.9497244913746,82.68860740585046
424.97887462311945,-1678.9503695635522,82.69141977554742
424.88356860094234,-1674.9515051294093,82.69420501945824
424.79747191574074,-1670.952431816602,82.69696340061711
424.7148398485756,-1666.9532854150189,82.69969520232188
424.63567246146545,-1662.9540689261755,82.702400682333
424.559969813826,-1658.9547853516399,82.70508009598731
424.4877319624833,-1654.9554376932524,82.70773369611108
424.4189589616487,-1650.956028952605,82.71036173304591
424.353650862948,-1646.956562131632,82.7129644546738
424.2918077153935,-1642.9570402320896,82.71554214696444
424.27663885794703,-1638.9570689941154,82.71809501305081
424.25311892212835,-1634.9571381434184,82.7206232532414
424.22683555237217,-1630.9572244962253,82.72312714572953
424.19778876122575,-1626.957329962408,82.72560692627128
424.16597856255163,-1622.9574564507832,82.72806282850318
424.1314049715333,-1618.957605870506,82.73049508376927
424.09406800467235,-1614.9577801307214,82.73290392114501
424.0539676797885,-1610.9579811402127,82.73528956746007
424.0111040160226,-1606.9582108085651,82.73765224732087
423.96547703383806,-1602.9584710450013,82.73999218313286
423.9170867550091,-1598.95876375838,82.74230959512258
423.8659332026331,-1594.959090857777,82.74460470135949
423.81201640112494,-1590.9594542522525,82.74687771777761
423.7553363762204,-1586.9598558508485,82.74912890592755
423.6415011524455,-1582.9614759858105,82.75135842004133
423.5540633356599,-1578.9624317705807,82.75356642279696
423.467642720446,-1574.963365443995,82.75575317897994
423.3822393123964,-1570.9642772647896,82.75791889388316
423.29785311703307,-1566.965167491703,82.76006377106876
423.21448413982006,-1562.966036383474,82.76218801210712
423.1321323861476,-1558.9668841988437,82.76429181659809
423.0507978613467,-1554.967711196554,82.76637538219062
422.9704805706786,-1550.968517635349,82.76843890460222
422.8911805193389,-1546.9693037739728,82.77048257763828
422.81289771246037,-1542.9700698711717,82.77250659321102
422.73563215510495,-1538.9708161856931,82.77451114135845
422.65938385228736,-1534.9715429771438,82.77649641026296
422.58415280891177,-1530.9722505025577,82.77846258626985
422.50993902986147,-1526.9729390215443,82.78040985390558
422.43674251993536,-1522.9736087928557,82.78233839589585
422.3645632838706,-1518.9742600752456,82.78424839318355
422.2934013263399,-1514.9748931274692,82.78614009881987
422.20345282731495,-1510.9759045970961,82.78801359222162
422.1264507833187,-1506.9766458301388,82.789869034211
422.0523717434816,-1502.977331852002,82.79170663788435
421.98121574737746,-1498.9779647990695,82.79352657534321
421.91298283301967,-1494.9785468080652,82.79532901720115
421.8476730368468,-1490.9790800145977,82.79711413240824
421.7852863937564,-1486.9795665558593,82.79888208826848
421.72582293706915,-1482.9800085679258,82.80063305045614
421.6692826985553,-1478.9804081877262,82.80236718303186
421.6156657084154,-1474.9807675515901,82.80408464845868
421.56497199529406,-1470.9810887963874,82.80578560761786
421.5172015862666,-1466.9813740583854,82.80747021982451
421.4723545068474,-1462.9816254736625,82.80913870014949
421.4821449215052,-1458.9816374550333,82.81079115725854
421.46467036503395,-1454.9816756253879,82.81242765833184
421.4458348530842,-1450.9817199728545,82.81404843483166
421.4256383878341,-1446.9817709609672,82.81565363809015
421.40408097162447,-1442.9818290518203,82.81724341834659
421.3811626069425,-1438.981894707987,82.81881792437748
421.3568832964522,-1434.9819683949172,82.8203773035129
421.33124304296234,-1430.9820505737432,82.8219217016507
421.3042418494385,-1426.982141707995,82.82345126327068
421.27587971900783,-1422.9822422607213,82.8249661314486
421.246156654944,-1418.982352694011,82.82646644787
421.21507266070586,-1414.9824734733086,82.82795235284392
421.1826277398813,-1410.982605059741,82.82942398531645
421.14882189622864,-1406.982747916832,82.83088156192011
421.023254897381,-1402.9847192865298,82.83232511609253
420.91227411666625,-1398.9862591746523,82.83375478678354
420.8086193918735,-1394.9876024379478,82.8351707272045
420.71229107095684,-1390.9887624993462,82.8365730695931
420.6232894772772,-1386.989752782393,82.83796194499838
420.5416149096013,-1382.990586711236,82.83933748319713
