-304.7686855,-1828.975205,28.8468853939,0
-304.725863,-1832.974976,29.868013007,0
-304.6842289,-1836.974759,30.8492304981,0
-304.6437831,-1840.974554,31.7942590058,0
-304.6045256,-1844.974362,32.7062712074,0
-304.5664565,-1848.974181,33.5879911877,1
-304.5295757,-1852.974011,34.4417790235,1
-304.4938832,-1856.973851,35.2696958758,1
-304.4593791,-1860.973703,36.073554828,1
-304.4260634,-1864.973564,36.8549610606,1
-304.393936,-1868.973435,37.6145196909,1
-304.3365801,-1872.973024,38.354625272,1
-304.2872009,-1876.972719,39.076437902,1
-304.2413285,-1880.972456,39.780687355,1
-304.1989629,-1884.972231,40.4683184844,1
-304.1601043,-1888.972043,41.1401910526,1
-304.1247525,-1892.971886,41.797090806,1
-304.0929077,-1896.97176,42.43973838,1
-304.0645699,-1900.971659,43.0687965895,1
-304.0397391,-1904.971582,43.6848768586,1
-304.0184152,-1908.971525,44.2885446171,1
-304.0005984,-1912.971486,44.8803242215,1
-303.9862886,-1916.97146,45.4607029072,1
-303.9754859,-1920.971445,46.0301345611,1
-303.9681902,-1924.971439,46.5890427519,1
-303.9644016,-1928.971437,47.137823646,1
-303.9641201,-1932.971437,47.6768484265,1
-303.9673456,-1936.971436,48.2064654193,1
-303.9740782,-1940.97143,48.727002182,1
-303.9843178,-1944.971417,49.2387670743,1
-303.9980645,-1948.971393,49.7420509859,1
-304.0153182,-1952.971356,50.2359605765,1
-304.1160911,-1956.970087,50.7218547826,1
-304.175038,-1960.969652,51.2016274851,1
-304.2319614,-1964.969247,51.6739301006,1
-304.2868611,-1968.96887,52.1389893892,1
-304.3397372,-1972.968521,52.5970158528,1
-304.3905897,-1976.968198,53.0482097565,1
-304.4394185,-1980.9679,53.4927619177,1
-304.4862236,-1984.967626,53.9308542143,1
-304.531005,-1988.967375,54.3626602094,1
-304.5737627,-1992.967146,54.7883456822,1
-304.6144967,-1996.966939,55.2080691374,1
-304.653207,-2000.966752,55.6219822326,1
-304.6898936,-2004.966583,56.0302301434,1
-304.7245564,-2008.966433,56.430732536,1
-304.7571954,-2012.9663,56.8218202896,1
-304.7878107,-2016.966183,57.2038932997,1
-304.8164022,-2020.966081,57.5773093551,1
-305.0550068,-2024.958958,57.9424042709,1
-305.1900765,-2028.956677,58.2994936783,1
-305.304888,-2032.955029,58.6488746477,1
-305.3994384,-2036.953911,58.9908271721,1
-305.4737251,-2040.953221,59.3256155036,1
-305.5277464,-2044.952856,59.6534893582,1
-305.5615007,-2048.952714,59.9746850052,1
-305.5749874,-2052.952691,60.2894262544,1
-305.5682059,-2056.952686,60.5979253526,1
-305.5411565,-2060.952594,60.9003837984,1
-305.4938398,-2064.952314,61.1969930858,1
-305.4262572,-2068.951743,61.4879353827,1
-305.3384102,-2072.950778,61.7733841516,1
-305.2303013,-2076.949317,62.0535047184,1
-305.1019331,-2080.947257,62.3284547945,1
-304.9533089,-2084.944495,62.5983849551,1
-305.0199292,-2088.94394,62.8634390865,1
-304.9895587,-2092.943825,63.1237547871,1
-304.9194378,-2096.94321,63.3794637457,1
-304.8095734,-2100.941701,63.6306920899,1
-304.6599762,-2104.938903,63.8775607077,1
-304.4706612,-2108.93442,64.1201855457,1
-304.2416469,-2112.927859,64.3586778861,1
-303.972956,-2116.918824,64.5931446042,1
-303.6646151,-2120.906922,64.8236884078,1
-303.3166545,-2124.891759,65.05040806,1
-302.9291087,-2128.872941,65.2733985872,1
-302.502016,-2132.850074,65.492751473,1
